Token,Count
tackled,1
stair,1
topgallant,1
convoy,1
trusty,1
quit,1
theehark,1
prating,1
aboard,1
lief,1
properer,1
clout,1
versal,1
mocker,1
dogs,1
letterand,1
sententious,1
clock,1
promisd,1
perchance,1
lame,1
heralds,1
faster,1
glide,1
suns,1
driving,1
lowering,1
hills,1
nimblepiniond,1
doves,1
windswift,1
highmost,1
hill,1
journey,1
ball,1
bandy,1
folks,1
feign,1
unwieldy,1
gate,1
merrily,1
playing,1
aweary,1
ache,1
jaunt,1
speakgood,1
rhough,1
talked,1
dined,1
aches,1
pieces,1
sending,1
catch,1
jauncing,1
sorry,1
handsome,1
motherwhy,1
oddly,1
repliest,1
poultice,1
aching,1
messages,1
coillcome,1
theyll,1
ladder,1
drudge,1
fortunelhonest,1
vi,1
afterhours,1
countervail,1
lovedevouring,1
ends,1
consume,1
deliciousness,1
confounds,1
appetite,1
moderately,1
arrives,1
tardy,1
flint,1
bestride,1
gossamer,1
idles,1
goodeven,1
heapd,1
skill,1
blazon,1
sweeten,1
neighbour,1
musics,1
unfold,1
imagind,1
receive,1
worth,1
excess,1
incorporate,1
stirring,1
confines,1
tavern,1
claps,1
table,1
operation,1
drawer,1
jack,1
mood,1
italy,1
shortly,1
beard,1
cracking,1
nuts,1
hazel,1
eyeswhat,1
quarrels,1
beaten,1
addle,1
quarrelled,1
coughing,1
wakened,1
doublet,1
easter,1
tying,1
riband,1
tutor,1
quarter,1
couple,1
consortest,1
fiddlestick,1
zounds,1
haunt,1
coldly,1
grievances,1
budge,1
hanged,1
follower,1
appertaining,1
injuries,1
injurd,1
dishonourable,1
submission,1
alia,1
stoccata,1
carries,1
ratcatcher,1
eight,1
pitcher,1
expressly,1
bandying,1
tybaltgood,1
partizans,1
housesl,1
sped,1
pagego,1
surgeon,1
courage,1
twill,1
peppered,1
houseslzounds,1
rat,1
braggart,1
rogue,1
arithmeticwhy,1
ally,1
behalf,1
reputation,1
effeminate,1
softend,1
valours,1
aspird,1
fate,1
depend,1
furious,1
respective,1
lenity,1
fireeyd,1
gavest,1
staying,1
attended,1
wives,1
beginners,1
discover,1
spilld,1
displeasure,1
uttered,1
humbly,1
bowd,1
truce,1
unruly,1
spleen,1
tilts,1
piercing,1
martial,1
sends,1
dexterity,1
retorts,1
swifter,1
agile,1
points,1
entertaind,1
revenge,1
fell,1
justice,1
owe,1
concludes,1
offence,1
interest,1
hates,1
proceeding,1
ableeding,1
amerce,1
pleading,1
excuses,1
purchase,1
abuses,1
pardoning,1
gallop,1
apace,1
fieryfooted,1
steeds,1
phoebus,1
phaeton,1
west,1
cloudy,1
curtain,1
loveperforming,1
wink,1
untalkd,1
unseen,1
rites,1
agrees,1
sobersuited,1
matron,1
winning,1
playd,1
stainless,1
maidenhoods,1
hood,1
unmannd,1
bating,1
mantle,1
acted,1
romeocome,1
whiter,1
snow,1
ravens,1
blackbrowd,1
garish,1
bought,1
enjoyd,1
impatient,1
heavenly,1
eloquence,1
wring,1
dayhes,1
itromeo,1
torment,1
roard,1
vowel,1
deathdarting,1
cockatrice,1
sounds,1
weal,1
markhere,1
manly,1
bedaubd,1
gorebloodl,1
swounded,1
heartpoor,1
bankrout,1
resign,1
dearlovd,1
dearer,1
dreadful,1
trumpet,1
goddid,1
serpent,1
flowering,1
dragon,1
beautiful,1
angelical,1
dovefeatherd,1
raven,1
wolvishravening,1
divinest,1
opposite,1
justly,1
seemst,1
bower,1
containing,1
deceit,1
gorgeous,1
honesty,1
perjurd,1
dissemblers,1
aqua,1
vitae,1
blisterd,1
ashamd,1
crownd,1
monarch,1
universal,1
threehours,1
tributary,1
drops,1
belong,1
mistaking,1
memory,1
deeds,1
sinners,1
minds,1
fellowship,1
needly,1
rankd,1
followd,1
modern,1
movd,1
rearward,1
following,1
banishedto,1
limit,1
wailing,1
wounds,1
ropes,1
exild,1
highway,1
maidenwidowed,1
maidenhead,1
wot,1
affliction,1
enanmourd,1
calamity,1
acquaintance,1
familiar,1
gentler,1
vanishd,1
purgatory,1
hencebanished,1
mistermd,1
calling,1
cuttst,1
axe,1
smilst,1
stroke,1
unthankfulness,1
brushd,1
turnd,1
validity,1
courtship,1
seize,1
blessing,1
thinking,1
sayest,1
mixd,1
sharpground,1
howlings,1
divine,1
sinabsolver,1
professd,1
mangle,1
littler,1
armour,1
adversitys,1
milk,1
displant,1
reverse,1
prevails,1
madmen,1
dispute,1
estate,1
murdered,1
unmade,1
heartsick,1
mistlike,1
infold,1
knockwhos,1
thereromeo,1
awhilestand,1
study,1
byandbygods,1
simpleness,1
errand,1
sympathy,1
predicament,1
rise,1
sir—,1
spakest,1
childhood,1
removd,1
conceald,1
cancelld,1
level,1
gun,1
anatomy,1
lodge,1
sack,1
acts,1
denote,1
unreasonable,1
unseemly,1
temperd,1
railst,1
usurer,1
aboundst,1
usest,1
bedeck,1
digressing,1
perjury,1
killing,1
vowd,1
cherish,1
skilless,1
flask,1
afire,1
ignorance,1
dismemberd,1
defence,1
lately,1
slewest,1
becomes,1
pack,1
blessings,1
courts,1
misbehavd,1
poutst,1
decreed,1
ascend,1
blaze,1
reconcile,1
wentst,1
hasten,1
learning,1
disguisd,1
sojourn,1
signify,1
chances,1
fallen,1
unluckily,1
promise,1
abed,1
mewd,1
childs,1
respects,1
acquaint,1
bea,1
earl,1
ado,1
carelessly,1
revel,1
dozen,1
weddingday,1
gallery,1
overlooking,1
piercd,1
pomegranate,1
herald,1
lace,1
severing,1
candles,1
jocund,1
tiptoe,1
misty,1
mountain,1
meteor,1
exhales,1
torchbearer,1
needst,1
yon,1
reflex,1
cynthias,1
notes,1
vaulty,1
wills,1
is—,1
straining,1
harsh,1
unpleasing,1
sharps,1
division,1
divideth,1
voices,1
affray,1
hunting,1
huntsup,1
wary,1
descends,1
omit,1
opportunity,1
convey,1
greetings,1
thinkst,1
illdivining,1
fails,1
renownd,1
procures,1
weepst,1
miles,1
asunder,1
grieve,1
traitor,1
reach,1
venge,1
runagate,1
himdead,1
receipt,1
thereof,1
abhors,1
namdand,1
wreak,1
ladyship,1
careful,1
sorted,1
expectst,1
lookd,1
st,1
paristhese,1
sets,1
drizzle,1
sunset,1
rains,1
downright,1
conduit,1
showering,1
counterfeitst,1
ebb,1
flow,1
sailing,1
flood,1
raging,1
overset,1
tempesttossed,1
deliverd,1
decree,1
worthy,1
choplogic,1
proudmistress,1
minion,1
thankings,1
prouds,1
fettle,1
gainst,1
drag,1
hurdle,1
greensickness,1
tallowface,1
reply,1
itch,1
scarce,1
curse,1
hilding,1
blame,1
prudence,1
smatter,1
treason,1
gooden,1
mumbling,1
utter,1
gravity,1
bowl,1
bread,1
tide,1
provided,1
parentage,1
nobly,1
traind,1
proportiond,1
ones,1
puling,1
whining,1
mammet,1
til,1
graze,1
advise,1
starve,1
acknowledge,1
sees,1
prevented,1
leaving,1
earthcomfort,1
practise,1
stratagems,1
subject,1
stealth,1
dishclout,1
eagle,1
quick,1
twere,1
speakest,1
comforted,1
marvellous,1
displeasd,1
absolvd,1
damnation,1
wicked,1
dispraise,1
praisd,1
timesgo,1
slack,1
uneven,1
immoderately,1
counts,1
dangerous,1
sway,1
hastes,1
inundation,1
minded,1
society,1
slowd,1
certain,1
text,1
abusd,1
victory,1
wrongst,1
report,1
slanderd,1
evening,1
serves,1
pensive,1
shield,1
strains,1
compass,1
prorogue,1
resolution,1
joind,1
label,1
deed,1
treacherous,1
revolt,1
longexperiencd,1
extremes,1
empire,1
arbitrating,1
commission,1
issue,1
speakst,1
execution,1
likely,1
undertake,1
copst,1
darst,1
battlements,1
tower,1
thievish,1
lurk,1
serpents,1
chain,1
charnelhouse,1
oercoverd,1
rattling,1
reeky,1
shanks,1
yellow,1
chapless,1
unstaind,1
distilled,1
liquor,1
drowsy,1
pulse,1
progress,1
surcease,1
warmth,1
testify,1
livest,1
fade,1
paly,1
deprivd,1
supple,1
government,1
stark,1
shrunk,1
continue,1
twoandforty,1
pleasant,1
manner,1
country,1
uncoverd,1
borne,1
kindred,1
free,1
toy,1
abate,1
acting,1
resolve,1
invite,1
cooks,1
begone,1
unfurnishd,1
forsooth,1
peevish,1
selfwilld,1
harlotry,1
headstrong,1
gadding,1
opposition,1
behests,1
enjoind,1
prostrate,1
knot,1
knit,1
becomed,1
stepping,1
bounds,1
ast,1
reverend,1
closet,1
sort,1
needful,1
furnish,1
provision,1
deck,1
tonightlet,1
housewife,1
wondrous,1
wayward,1
reclaimd,1
attires,1
bestbut,1
orisons,1
busy,1
culld,1
necessaries,1
behoveful,1
thrills,1
freezes,1
heat,1
nursewhat,1
mixture,1
nothis,1
itlie,1
subtly,1
ministerd,1
dishonourd,1
tried,1
entertain,1
redeem,1
stifled,1
healthsome,1
breathes,1
strangled,1
horrible,1
together,1
receptacle,1
ancestors,1
packd,1
festering,1
spirits,1
resort,1
smells,1
shrieks,1
mandrakes,1
torn,1
distraught,1
environed,1
hideous,1
fears,1
madly,1
forefathers,1
kinsmans,1
club,1
dash,1
ghost,1
seeking,1
spit,1
rapiers,1
pointstay,1
keys,1
spices,1
dates,1
quinces,1
pastry,1
cock,1
crowd,1
curfew,1
rung,1
bakd,1
meats,1
angelica,1
spare,1
cost,1
cotquean,1
whit,1
watchd,1
lesser,1
mousehunt,1
jealoushood,1
ajealoushoodnow,1
spits,1
baskets,1
drier,1
whoreson,1
loggerhead,1
wouldl,1
nursewifewhat,1
howhat,1
waken,1
chat,1
parishie,1
mistresswhat,1
mistressjulietfast,1
lambwhy,1
lady—,1
slugabed,1
saymadam,1
sweetheartwhy,1
wordyou,1
pennyworths,1
fright,1
dressd,1
clothes,1
alashelp,1
aquavitae,1
homy,1
memy,1
revive,1
help—,1
deceasd,1
herout,1
settled,1
separated,1
frost,1
accursed,1
unfortunate,1
woful,1
wail,1
ties,1
bridethere,1
deflowered,1
soninlaw,1
accursd,1
lasting,1
labour,1
pilgrimage,1
solace,1
catchd,1
divorced,1
wronged,1
spited,1
overthrown,1
life—,1
despisd,1
distressed,1
hated,1
martyrd,1
uncomfortable,1
childmy,1
deadalack,1
eternal,1
promotion,1
stick,1
custom,1
bids,1
lament,1
reasons,1
merriment,1
ordained,1
funeral,1
melancholy,1
bells,1
burial,1
solemn,1
hymns,1
dirges,1
parisevery,1
lower,1
crossing,1
pipes,1
amended,1
money,1
gleekl,1
minstrel,1
servingcreature,1
servingcreatures,1
pate,1
crotchets,1
griping,1
doleful,1
dumps,1
oppress,1
simon,1
catling,1
prettywhat,1
hugh,1
rebeck,1
toowhat,1
james,1
soundpost,1
singer,1
speedy,1
lend,1
redress,1
pestilent,1
jackcome,1
tarry,1
mourners,1
actv,1
flattering,1
presage,1
bosoms,1
lightly,1
lifts,1
cheerful,1
emperor,1
veronahow,1
fares,1
angels,1
low,1
bringing,1
ink,1
posthorses,1
deceivd,1
mischief,1
hereabouts,1
dwells,1
noted,1
tatterd,1
overwhelming,1
culling,1
simples,1
meagre,1
tortoise,1
hung,1
alligator,1
skins,1
illshaped,1
fishes,1
shelves,1
beggarly,1
boxes,1
earthen,1
pots,1
bladders,1
musty,1
seeds,1
remnants,1
packthread,1
cakes,1
thinly,1
scatterd,1
noting,1
penury,1
sale,1
caitiff,1
forerun,1
holiday,1
loud,1
forty,1
ducats,1
soonspeeding,1
disperse,1
lifeweary,1
taker,1
mall,1
trunk,1
dischargd,1
violently,1
hasty,1
fird,1
hurry,1
cannons,1
mantuas,1
utters,1
wretchedness,1
fearst,1
famine,1
starveth,1
contempt,1
beggary,1
affords,1
consents,1
liquid,1
despatch,1
compounds,1
cordial,1
barefoot,1
associate,1
visiting,1
finding,1
searchers,1
suspecting,1
infectious,1
pestilence,1
brotherhood,1
neglecting,1
danger,1
notice,1
accidents,1
holding,1
tread,1
loose,1
unfirm,1
digging,1
graves,1
whistle,1
signal,1
afraid,1
canopy,1
dust,1
distilld,1
moans,1
whistles,1
warning,1
wanders,1
muffle,1
wrenching,1
deliver,1
whateer,1
interrupt,1
partly,1
chiefly,1
employment,1
jealous,1
pry,1
intend,1
hungry,1
savagewild,1
fierce,1
inexorable,1
tigers,1
friendship,1
hereabout,1
maw,1
gorgd,1
dearest,1
morsel,1
enforce,1
rotten,1
jaws,1
breaking,1
despite,1
cram,1
haughty,1
supposed,1
creature,1
died,1
villanous,1
bodies,1
unhallowd,1
tempt,1
methink,1
affright,1
urging,1
gonelive,1
madmans,1
conjurations,1
felon,1
provoke,1
peruse,1
betossed,1
rode,1
so,1
misfortunes,1
triumphant,1
lanthorn,1
slaughtred,1
interrd,1
keepers,1
lightning—,1
conquerd,1
ensign,1
crimson,1
flag,1
advanced,1
sheet,1
sunder,1
unsubstantial,1
lean,1
abhorred,1
monster,1
paramour,1
chambermaids,1
yoke,1
inauspicious,1
worldwearied,1
embrace,1
righteous,1
dateless,1
bargain,1
engrossing,1
unsavoury,1
guide,1
dashing,1
rocks,1
seasick,1
weary,1
quickthus,1
lantern,1
feet,1
stumbled,1
graveswhos,1
consorts,1
vainly,1
grubs,1
eyeless,1
discern,1
burneth,1
fearfully,1
menace,1
alonefear,1
stains,1
masterless,1
gory,1
discolourd,1
palewho,1
steepd,1
bloodah,1
unkind,1
chancethe,1
comfortable,1
amwhere,1
contagion,1
unnatural,1
contradict,1
thwarted,1
intentscome,1
toocome,1
dispose,1
sisterhood,1
nuns,1
timeless,1
churl,1
friendly,1
drop,1
after—,1
haply,1
restorative,1
boywhich,1
noisethen,1
snatching,1
sheath,1
stabs,1
whoeer,1
attach,1
bleeding,1
princerun,1
whereon,1
descry,1
safety,1
trembles,1
shriek,1
people,1
outcry,1
startles,1
sovereign,1
tombs,1
bleeds,1
mistaenfor,1
missheathed,1
warns,1
liege,1
sons,1
stoppd,1
conspires,1
untaught,1
clear,1
ambiguities,1
descent,1
mischance,1
parties,1
greatest,1
least,1
suspected,1
direful,1
impeach,1
purge,1
excusd,1
pind,1
betrothd,1
paristhen,1
rid,1
tutored,1
sleeping,1
potion,1
intended,1
dire,1
potions,1
force,1
accident,1
yesternight,1
returnd,1
prefixed,1
closely,1
conveniently,1
awaking,1
entreated,1
scare,1
violence,1
privy,1
ought,1
miscarried,1
sacrificd,1
rigour,1
severest,1
brought,1
departed,1
countys,1
friars,1
writes,1
pothecary,1
therewithal,1
enemiescapulet,1
scourge,1
winking,1
brace,1
punishd,1
jointure,1
demand,1
statue,1
figure,1
sacrifices,1
glooming,1
pardond,1
punished,1
